IC50_nM,MDEC-23,minsssN,LipoaffinityIndex,C1SP2,minHsOH,maxHsOH,MLFER_A,maxssO,minsOH,minHBint5,nHBAcc,nC,SsOH,VC-5,ATSc3,SHsOH,MLogP,MDEO-12,ndssC,TopoPSA
1345,0.362432903,0,0.45102473,0,0.798004104,0.684444172,0.162833914,0,0.802617462,0.093941509,0,0.102272727,0.143490002,0.037510706,0.399405657,0.2126583,0.384615385,0,0,0.006491822
442,0.401433775,0,0.411202861,0,0.782960661,0.712363072,0.225900116,0,0.790863052,0.093941509,0,0.102272727,0.28607414,0.037510706,0.389315728,0.429135627,0.358974359,0,0,0.023415736
2642,0.397873271,0,0.409362219,0,0.782960661,0.668816873,0.225900116,0,0.809026248,0.093941509,0,0.102272727,0.289333226,0.037510706,0.389308097,0.415605728,0.358974359,0,0,0.023415736
3405,0.362858441,0,0.450383638,0,0.782960661,0.668816873,0.162833914,0,0.809020767,0.093941509,0,0.102272727,0.144634769,0.037510706,0.399405657,0.207802864,0.384615385,0,0,0.006491822
638,0.370043378,0,0.453369954,0,0.82487992,0.712363072,0.162833914,0,0.790578937,0.093941509,0,0.102272727,0.141337784,0.037510706,0.399413761,0.221332763,0.384615385,0,0,0.006491822
91,0.40085281,0,0.414779053,0,0.72570991,0.702432491,0.213124274,0,0.794376443,0.093941509,0,0.102272727,0.290545708,0.087333574,0.353906595,0.407571868,0.333333333,0,0,0.023415736
266,0.40085281,0,0.412254568,0,0.724185635,0.702223111,0.213124274,0,0.794574289,0.093941509,0,0.102272727,0.290848567,0.1256459,0.362892255,0.407014836,0.333333333,0,0,0.023415736
77,0.40085281,0,0.41990464,0,0.829544526,0.721089365,0.225900116,0,0.789689023,0.093941509,0,0.102272727,0.283370285,0.052443168,0.329277949,0.446882357,0.333333333,0,0,0.023415736
1402,0.441541737,0,0.386003138,0,0.762728022,0.707517427,0.225900116,0,0.793563319,0.093941509,0.015151515,0.113636364,0.289300992,0.0580758,0.374727907,0.421099769,0.358974359,0,0,0.043317857
1231,0.58468656,0,0.516218667,0,0.613047043,0.677984272,0.225900116,0,0.804659834,0.093941509,0,0.170454545,0.30158476,0.072142314,0.389977662,0.36361258,0.512820513,0,0,0.023415736
282,0.40085281,0,0.4322576,0,0.727451939,0.702671782,0.225900116,0,0.793915528,0.093941509,0,0.113636364,0.289840147,0.081153634,0.397615147,0.408208475,0.384615385,0,0,0.023415736
884,0.40085281,0,0.412913316,0,0.752850719,0.704219696,0.196747967,0.778414187,0.795226527,0.093941509,0,0.113636364,0.291084043,0.053840938,0.337908712,0.416887149,0.358974359,0.103363376,0,0.031137324
709,0.40085281,0,0.349657913,0,0.785304715,0.711589115,0.144483159,0,0.792731715,0.093941509,0,0.102272727,0.288409466,0.067634952,0.351576156,0.429651726,0.282051282,0,0,0.059505584
24,0.414761247,0,0.421030043,0,0.803648278,0.735815996,0.239721254,0,0.785770701,0.093941509,0,0.102272727,0.283768106,0.045631251,0.389195966,0.443099656,0.333333333,0,0,0.023415736
38,0.419383839,0.911000215,0.549073628,0.05,0.752344244,0.637012193,0.182113821,0.887813306,0.818182254,0.093941509,0.045454545,0.193181818,0.146272638,0.048112124,0.313478085,0.19792108,0.487179487,0.025733842,0.035714286,0.037327979
63,0.683184816,0.917485515,0.69706175,0,0.646906619,0.527482399,0.162833914,0,0.858180375,0.093941509,0.045454545,0.25,0.153423404,0.154780832,0.317082059,0.163889934,0.641025641,0,0,0.014623332
69,0.622476563,0.887665021,0.66406458,0,0.656333173,0.537274809,0.162833914,0,0.854570576,0.093941509,0.045454545,0.227272727,0.152778053,0.198364334,0.324658649,0.166932457,0.58974359,0,0,0.014623332
38,0.63631843,0.912876556,0.686640674,0,0.651923662,0.532694159,0.162833914,0,0.856091776,0.093941509,0.045454545,0.238636364,0.15305001,0.17283371,0.315565368,0.165509239,0.615384615,0,0,0.014623332
162,0.643176228,0.907979531,0.687461368,0,0.65131613,0.532063048,0.162833914,0,0.856303291,0.093941509,0.045454545,0.238636364,0.153087824,0.17283371,0.325076317,0.165313152,0.615384615,0,0,0.014623332
185,0.591961847,0.872429138,0.638990207,0,0.662092533,0.543257697,0.162833914,0,0.852747039,0.093941509,0.045454545,0.215909091,0.152452046,0.111197331,0.327165896,0.168791354,0.564102564,0,0,0.014623332
106,0.670570723,0.887665021,0.663737209,0,0.657427927,0.538412052,0.162833914,0,0.85321665,0.093941509,0.03030303,0.227272727,0.152536002,0.118519608,0.404255606,0.167285801,0.615384615,0,0,0.011912829
87,0.706207037,0.859520104,0.668959026,0,0.661347492,0.54248374,0.162833914,0,0.852267643,0.093941509,0.03030303,0.227272727,0.152366341,0.118519608,0.396806514,0.168550883,0.58974359,0,0,0.011912829
163,0.705620582,0.83544741,0.666881274,0,0.662092533,0.543257697,0.162833914,0,0.85209193,0.093941509,0.03030303,0.227272727,0.152334927,0.118519608,0.389331705,0.168791354,0.58974359,0,0,0.011912829
108,0.705620582,0.864700304,0.615845909,0,0.653442456,0.538412052,0.225900116,0,0.853500765,0.093941509,0.03030303,0.227272727,0.306007846,0.118519608,0.391270489,0.333285247,0.58974359,0,0,0.028836742
169,0.627830863,0.859725322,0.591665527,0,0.658107062,0.543257697,0.225900116,0,0.853031154,0.093941509,0.045454545,0.215909091,0.305839934,0.111197331,0.314180791,0.336296353,0.538461538,0,0,0.031547246
83,0.662167539,0.861739985,0.639119936,0,0.649288041,0.534096399,0.225900116,0,0.855947279,0.093941509,0.045454545,0.238636364,0.306882609,0.198364334,0.297193441,0.330603482,0.58974359,0,0,0.031547246
119,0.668517595,0.862929195,0.663291625,0,0.645885547,0.53056185,0.225900116,0,0.857133751,0.093941509,0.045454545,0.25,0.307306838,0.111197331,0.305883178,0.328407098,0.615384615,0,0,0.031547246
122,0.69358915,0.865092871,0.650924931,0,0.645885547,0.53056185,0.225900116,0,0.85742868,0.093941509,0.045454545,0.25,0.307412292,0.111197331,0.305880762,0.328407098,0.615384615,0,0,0.031547246
123,0.711726804,0.866442974,0.674647274,0,0.641476036,0.525981201,0.225900116,0,0.858934588,0.093941509,0.045454545,0.261363636,0.307950737,0.154780832,0.298213068,0.325560662,0.641025641,0,0,0.031547246
177,0.719293524,0.867375783,0.69958003,0,0.637991979,0.522361922,0.225900116,0,0.860118401,0.093941509,0.045454545,0.272727273,0.308374016,0.154780832,0.298160755,0.323311627,0.666666667,0,0,0.031547246
18,0.596237974,0.930027491,0.682040478,0,0.671831176,0.55337431,0.162833914,0.90351592,0.853836042,0.093941509,0.03030303,0.25,0.152646735,0.139640121,0.316940066,0.171934607,0.615384615,0.023589355,0,0.044673108
3.34,0.608620462,0.92414872,0.628903152,0,0.643617858,0.55337431,0.225900116,0.901344671,0.854186801,0.040482898,0.03030303,0.25,0.307795028,0.139640121,0.313226232,0.334763057,0.58974359,0.049276556,0,0.061597022
51.4,0.570180096,0.775129352,0.602900422,0,0.685053223,0.567109521,0.162833914,0.868918178,0.849048527,0.093941509,0.03030303,0.204545455,0.151790835,0.139640121,0.334711275,0.176202167,0.512820513,0.023589355,0,0.044673108
18,0.580637458,0.769250582,0.550904012,0,0.658397978,0.567109521,0.225900116,0.866746929,0.849399287,0.039245834,0.03030303,0.204545455,0.305981786,0.139640121,0.330997441,0.343801063,0.487179487,0.049276556,0,0.061597022
57.4,0.578800647,0.866544647,0.646568285,0,0.678085108,0.559870964,0.162833914,0.88725188,0.851448012,0.093941509,0.03030303,0.227272727,0.152219809,0.139640121,0.315778719,0.173953132,0.564102564,0.023589355,0,0.044673108
31.2,0.589209762,0.860665877,0.594024936,0,0.650585974,0.559870964,0.225900116,0.885080631,0.851798772,0.039823048,0.03030303,0.227272727,0.306892097,0.139640121,0.312064884,0.339030618,0.538461538,0.049276556,0,0.061597022
126,0.587587374,0.872892931,0.603087211,0,0.678085108,0.559870964,0.162833914,0.891381092,0.852301348,0.093941509,0.045454545,0.227272727,0.152372366,0.139640121,0.195709059,0.173953132,0.538461538,0.038521256,0,0.052394696
10,0.598769556,0.867014161,0.550434221,0,0.650585974,0.559870964,0.225900116,0.889209843,0.852652108,0.039585178,0.045454545,0.227272727,0.307214958,0.139640121,0.191995225,0.339030618,0.512820513,0.07986996,0,0.06931861
39,0.591304632,0.918600579,0.657713675,0,0.674958142,0.556622637,0.162833914,0.897448506,0.852773562,0.093941509,0.03030303,0.238636364,0.152456788,0.139640121,0.317415133,0.17294387,0.58974359,0.023589355,0,0.044673108
2.84,0.603016831,0.912721808,0.604813385,0,0.647101916,0.556622637,0.225900116,0.895277257,0.853124321,0.040231116,0.03030303,0.238636364,0.307393441,0.139640121,0.313701299,0.336896838,0.564102564,0.049276556,0,0.061597022
27.2,0.587587374,0.907173667,0.633386871,0,0.678085108,0.559870964,0.162833914,0.891381092,0.851711082,0.093941509,0.03030303,0.227272727,0.15226684,0.139640121,0.318778218,0.173953132,0.564102564,0.023589355,0,0.044673108
6,0.598769556,0.901294897,0.580723619,0,0.650585974,0.559870964,0.225900116,0.889209843,0.852061841,0.039980943,0.03030303,0.227272727,0.306991855,0.139640121,0.315064383,0.339030618,0.538461538,0.049276556,0,0.061597022
1775,0.351046989,0,0.37522954,0,0.813682363,0.72432885,0.225900116,0,0.789074263,0.093941509,0.015151515,0.090909091,0.284177483,0.029055668,0.389403261,0.442769186,0.307692308,0,0,0.034199189
632,0.343843805,0,0.377470285,0,0.741388169,0.714398268,0.213124274,0,0.792636963,0.093941509,0.015151515,0.090909091,0.28981145,0.079444917,0.357061375,0.41634999,0.282051282,0,0,0.034199189
1140,0.343843805,0,0.374174609,0,0.739863894,0.714188888,0.213124274,0,0.792834809,0.093941509,0.015151515,0.090909091,0.290114309,0.117757242,0.365369222,0.415792959,0.282051282,0,0,0.034199189
213,0.353155013,0,0.378577901,0,0.78155161,0.709494277,0.225900116,0,0.794415832,0.124509648,0.015151515,0.090909091,0.287305683,0.059009164,0.393091521,0.4277895,0.282051282,0,0,0.034199189
246,0.353282441,0,0.392314735,0,0.786216216,0.74613947,0.225900116,0,0.786918352,0.120364015,0.015151515,0.090909091,0.285764227,0.068519864,0.33726121,0.440680794,0.256410256,0,0,0.034199189
212,0.353155013,0,0.376781873,0,0.780874155,0.7091815,0.225900116,0,0.794711379,0.093941509,0.015151515,0.090909091,0.287477404,0.08236148,0.393153547,0.427473663,0.282051282,0,0,0.034199189
283,0.353282441,0,0.388822156,0,0.785538761,0.745826693,0.225900116,0,0.787213899,0.093941509,0.015151515,0.090909091,0.285935948,0.09187218,0.337296962,0.440364957,0.256410256,0,0,0.034199189
783,0.335988438,0,0.403192476,0,0.790203367,0.782471886,0.225900116,0,0.779716419,0.093941509,0.015151515,0.090909091,0.284394492,0.098834495,0.294320242,0.453256251,0.230769231,0,0,0.034199189
504,0.396852071,0,0.42066961,0.05,0.772886894,0.704676169,0.225900116,0,0.79628434,0.093941509,0.015151515,0.113636364,0.28829571,0.043351919,0.389386056,0.423495871,0.358974359,0,0,0.034199189
385,0.398805826,0,0.434275837,0.05,0.7775515,0.741321361,0.225900116,0,0.78878686,0.093941509,0.015151515,0.113636364,0.286754254,0.052862619,0.333447779,0.436387165,0.333333333,0,0,0.034199189
634,0.396852071,0,0.41644958,0,0.759288404,0.698125275,0.225900116,0,0.797662824,0.093941509,0.015151515,0.113636364,0.289064771,0.047002363,0.386812417,0.417071432,0.358974359,0,0,0.034199189
1750,0.398805826,0,0.428863421,0,0.76395301,0.734770468,0.225900116,0,0.790165344,0.093941509,0.015151515,0.113636364,0.287523315,0.056513063,0.330848677,0.429962726,0.333333333,0,0,0.034199189
1500,0.396852071,0,0.38601047,0,0.786485383,0.711227062,0.235423926,0,0.794905856,0.093941509,0.015151515,0.113636364,0.287526649,0.041175822,0.392471661,0.429920309,0.358974359,0,0,0.034199189
1309,0.398805826,0,0.400587565,0,0.791149989,0.747872255,0.235423926,0,0.787408376,0.093941509,0.015151515,0.113636364,0.285985193,0.050686522,0.336582702,0.442811603,0.333333333,0,0,0.034199189
4820,0.383495685,0,0.417494696,0,0.795814595,0.784517448,0.235423926,0,0.779910895,0.093941509,0.015151515,0.113636364,0.284443737,0.057648837,0.293573607,0.455702897,0.307692308,0,0,0.034199189
455,0.396852071,0,0.348575991,0,0.798004104,0.717090293,0.225900116,0,0.793201166,0.093941509,0.03030303,0.102272727,0.286599928,0.041175822,0.390243979,0.435459821,0.307692308,0,0,0.054101309
1047,0.398805826,0,0.36333953,0,0.80266871,0.753735486,0.225900116,0,0.785703685,0.093941509,0.03030303,0.102272727,0.285058472,0.050686522,0.334369149,0.448351115,0.282051282,0,0,0.054101309
3138,0.385272875,0,0.363778731,0,0.772886894,0.704676169,0.225900116,0,0.796635099,0.093941509,0.03030303,0.113636364,0.288499511,0.061068878,0.370109146,0.423495871,0.333333333,0,0.035714286,0.048479525
3370,0.383421218,0,0.378621929,0,0.7775515,0.741321361,0.225900116,0,0.789137619,0.093941509,0.03030303,0.113636364,0.286958055,0.070579578,0.314111069,0.436387165,0.307692308,0,0.035714286,0.048479525
1815,0.555651083,0,0.493497612,0,0.723364184,0.711882047,0.225900116,0,0.80140231,0.093941509,0.015151515,0.159090909,0.293362854,0.066929134,0.333447715,0.409750757,0.435897436,0,0,0.034199189
6630,0.353155013,0,0.376008527,0,0.790644922,0.712602388,0.225900116,0.797939512,0.795558268,0.33686377,0.015151515,0.102272727,0.287841967,0.038594568,0.391554226,0.431690162,0.307692308,0.089515309,0,0.041920776
1.3,0.607599931,0.912275174,0.549057355,0,0.680244073,0.604118912,0.225900116,0.967421019,0.831686462,0.338553141,0.015151515,0.227272727,0.300796566,0.179157164,0.25485821,0.362351028,0.538461538,0.140360192,0,0.062734764
1.3,0.635298101,0.919046678,0.57369631,0,0.676760015,0.600499633,0.225900116,0.968912463,0.832787895,0.337352844,0.015151515,0.238636364,0.301190389,0.179157164,0.255326157,0.360101992,0.564102564,0.140360192,0,0.062734764
0.6,0.65626139,0.889189966,0.523635598,0,0.67626767,0.618801515,0.225900116,0.881288026,0.827632126,0.093941509,0.03030303,0.238636364,0.300277961,0.127034571,0.305316066,0.365629517,0.564102564,0.091786084,0.035714286,0.071753043
0.2,0.656345131,0.897654345,0.522204631,0,0.674734684,0.617469193,0.225900116,0.892738163,0.828038781,0.093941509,0.03030303,0.238636364,0.300437606,0.18867095,0.306008248,0.364720774,0.564102564,0.091786084,0.035714286,0.071753043
0.5,0.631537845,0.904420206,0.648970522,0,0.660559148,0.607790184,0.225900116,0.89194355,0.831882007,0.176472619,0.03030303,0.25,0.302258881,0.097152837,0.329512856,0.357138175,0.615384615,0.049276556,0,0.037972142
0.4,0.634486545,0.912884585,0.647832432,0,0.659026162,0.606457862,0.225900116,0.903393687,0.832288661,0.176262488,0.03030303,0.25,0.302418526,0.158789216,0.330205148,0.356229432,0.615384615,0.049276556,0,0.037972142
0.5,0.706293597,0.913379805,0.681065952,0,0.652014977,0.532789018,0.162833914,0.901937358,0.854042763,0.093941509,0.015151515,0.25,0.152683692,0.104385618,0.318040352,0.165538712,0.666666667,0.028307226,0,0.016923913
0.6,0.711840488,0.921844184,0.679975171,0,0.650161619,0.530863729,0.162833914,0.913387494,0.854631093,0.093941509,0.015151515,0.25,0.152788872,0.166021997,0.318732654,0.16494052,0.666666667,0.028307226,0,0.016923913
8310,0.505892116,0,0.511048279,0,0.779573884,0.665298651,0.205923345,0,0.811390266,0.093941509,0.015151515,0.147727273,0.145058382,0.064931389,0.396976943,0.206709745,0.461538462,0,0,0.019701343
24,0.506478181,0,0.510570912,0,0.773461763,0.658949311,0.205923345,0,0.813647785,0.093941509,0.015151515,0.147727273,0.145461976,0.064931389,0.395858852,0.204736991,0.461538462,0,0,0.019701343
94.8,0.535354187,0,0.469946554,0,0.773461763,0.665298651,0.268989547,0,0.811625072,0.093941509,0.015151515,0.147727273,0.290604315,0.064931389,0.387034337,0.411446735,0.435897436,0,0,0.036625256
6950,0.477062237,0,0.551846,0,0.139131623,0,0.142857143,0,0,0.093941509,0.015151515,0.147727273,0,0.064931389,0.40588983,0,0.487179487,0,0,0.002777429
403,0.310382204,0,0.480355131,0.05,0.829226059,0.716877891,0.210801394,0,0.794261812,0.093941509,0.03030303,0.102272727,0.141996199,0.052260273,0.231393849,0.222735527,0.256410256,0,0,0.030484795
8.5,0.317380144,0,0.468472297,0,0.83939493,0.727441429,0.162833914,0,0.792726177,0.093941509,0,0.102272727,0.141721662,0.059464803,0.259857192,0.226017642,0.256410256,0.040438895,0,0.028267871
1730,0.449696277,0,0.492363987,0.05,0.774143332,0.659657332,0.162833914,0,0.816510529,0.189313231,0.03030303,0.136363636,0.145973771,0.084815893,0.423952405,0.204956974,0.384615385,0,0,0.020964571
1160,0.354816217,0,0.423957522,0.1,0.795529398,0.681873419,0.162833914,0,0.811004289,0.186772414,0.03030303,0.113636364,0.144989378,0.074707787,0.382966815,0.211859561,0.307692308,0.031452474,0,0.04274062
2940,0.374361376,0,0.476009175,0.1,0.784903023,0.670834621,0.162833914,0,0.812784392,0.188820698,0.045454545,0.125,0.145307621,0.077050116,0.38881727,0.208429782,0.358974359,0,0,0.025088886
1800,0.427586017,0,0.488693442,0.05,0.785710403,0.671673336,0.162833914,0,0.812192682,0.188939322,0.03030303,0.136363636,0.145201836,0.054423681,0.426414158,0.208690373,0.41025641,0,0,0.020964571
2236,0.394687023,0,0.470281031,0.05,0.391420318,0.386914701,0.179907085,0,0.858472093,0.093941509,0.03030303,0.147727273,0.313380508,0.466820362,0.371015441,0.201644179,0.461538462,0,0.035714286,0.023415736
147,0.358817377,0,0.475272167,0.05,0.2934312,0.377997368,0.189430894,0,0.862192396,0.093941509,0.03030303,0.170454545,0.322193723,0.607244792,0.374292804,0.167246484,0.512820513,0,0.035714286,0.023415736
1053,0.346527157,0,0.4961667,0.05,0.265994247,0.37722341,0.179907085,0,0.861360792,0.093941509,0.03030303,0.159090909,0.320986855,0.772154219,0.365296251,0.158150437,0.487179487,0,0.035714286,0.023415736
6324,0.394687023,0,0.383603894,0,0.397462981,0.396719991,0.219976771,0,0.854437466,0.093941509,0.045454545,0.136363636,0.468966757,0.490769017,0.353999889,0.308005637,0.41025641,0,0.035714286,0.040339649
210,0.360796208,0,0.451669745,0,0.397462981,0.396719991,0.179907085,0,0.853253654,0.093941509,0.03030303,0.136363636,0.311883197,0.544827182,0.367926819,0.206641039,0.435897436,0,0.035714286,0.023415736
4643,0.417762155,0,0.448993601,0,0.384850692,0.375592915,0.189430894,0,0.863189224,0.093941509,0.03030303,0.159090909,0.314741695,0.490769017,0.362646533,0.196006057,0.487179487,0,0.035714286,0.023415736
425,0.394687023,0,0.424485657,0,0.399313886,0.401040966,0.189430894,0,0.855548801,0.093941509,0.03030303,0.147727273,0.312550718,0.452544123,0.374957035,0.208580976,0.461538462,0,0.035714286,0.023415736
5155,0.417762155,0,0.497526364,0,0.372238404,0.35446584,0.179907085,0,0.867592283,0.093941509,0.03030303,0.159090909,0.316021747,0.490769017,0.367944412,0.185371074,0.487179487,0,0.035714286,0.023415736
2329,0.394687023,0,0.473967946,0,0.38352675,0.372788436,0.179907085,0,0.861395386,0.093941509,0.03030303,0.147727273,0.314210298,0.490769017,0.367944546,0.194707382,0.461538462,0,0.035714286,0.023415736
1738,0.417762155,0,0.49271662,0.05,0.378544548,0.365029378,0.179907085,0,0.865390754,0.093941509,0.03030303,0.159090909,0.315381721,0.490769017,0.366598326,0.190688565,0.487179487,0,0.035714286,0.023415736
3042,0.433476816,0,0.508824575,0,0.37080276,0.354114991,0.179907085,0,0.870413737,0.093941509,0.03030303,0.170454545,0.316892977,0.466820362,0.369222065,0.184798695,0.512820513,0,0.035714286,0.023415736
1164,0.417762155,0,0.486100545,0,0.380131972,0.368592105,0.179907085,0,0.86553873,0.093941509,0.03030303,0.159090909,0.315441509,0.466820362,0.36926252,0.192307871,0.487179487,0,0.035714286,0.023415736
1956,0.417762155,0,0.486100545,0,0.380131972,0.368592105,0.179907085,0,0.86553873,0.093941509,0.03030303,0.159090909,0.315441509,0.466820362,0.36926252,0.192307871,0.487179487,0,0.035714286,0.023415736
